from,to,shift_score
2017-12-04,2017-12-05,6152433.752715985
2017-12-20,2017-12-21,5081938.536570679
2017-11-06,2017-11-07,4293105.818571218
2017-11-30,2017-12-01,3674450.513068413
2017-12-26,2017-12-27,3578716.2148903618
