from,to,shift_score
2018-11-15,2018-11-16,0.11767797097119449
2018-11-21,2018-11-22,0.11708582228806298
2018-11-14,2018-11-15,0.11399170049430893
2018-10-25,2018-10-26,0.09751315174159145
2018-12-17,2018-12-18,0.09425206236620763
