from,to,shift_score
2026-03-20,2026-03-23,0.14395638831924806
2026-03-27,2026-03-30,0.12159898471564182
2026-03-19,2026-03-20,0.12144250761512013
2026-03-25,2026-03-26,0.0862394823304564
2026-03-18,2026-03-19,0.07847411347223655
