from,to,shift_score
2020-11-30,2020-12-01,0.60423034254264
2020-11-06,2020-11-09,0.3272185983723807
2020-11-09,2020-11-10,0.2798898337628641
2020-11-24,2020-11-25,0.2738671588899539
2020-11-19,2020-11-20,0.2725066505469786
