left,right,score
600007.SH,600060.SH,0.9995687114455392
600038.SH,600098.SH,0.999336217866672
600004.SH,600007.SH,0.9990861876085109
600004.SH,600096.SH,0.9979235882983389
600023.SH,600096.SH,0.9975111195120739
