trade_date,stock_code,market_id,universe_id,model_count,models,total_score,stock_score,selection_signal,time_regime_score,cluster_label,top_factor_1,top_factor_1_score,top_factor_2,top_factor_2_score,top_factor_3,top_factor_3_score
2018-10-24,600061.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.7449666071222466,0.7449666071222466,0.7449666071222466,0.0,2,volatility_factor,0.3638898432254791,quality_factor,0.31412366032600403,value_factor,0.24818101525306702
2018-10-24,600109.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.6774730219615245,0.6774730219615245,0.6774730219615245,0.0,2,volatility_factor,0.3945339620113373,quality_factor,0.3195851445198059,value_factor,0.2414999008178711
2018-10-24,600060.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.6456261168750294,0.6456261168750294,0.6456261168750294,0.0,0,quality_factor,0.35633936524391174,value_factor,0.32660266757011414,volatility_factor,0.17739173769950867
2018-10-24,600023.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.4985312674852292,0.4985312674852292,0.4985312674852292,0.0,0,value_factor,0.39563417434692383,quality_factor,0.359784334897995,momentum_factor,0.18031027913093567
2018-10-24,600098.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.4214654870412715,0.4214654870412715,0.4214654870412715,0.0,0,volatility_factor,0.29496127367019653,momentum_factor,0.287258505821228,value_factor,0.2093973606824875
2018-10-25,600061.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",1.215748880142466,0.7687439225258107,1.215748880142466,0.467632661263148,2,volatility_factor,0.3914642632007599,quality_factor,0.3294471800327301,value_factor,0.23044149577617645
2018-10-25,600060.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",1.1432777598078732,0.7458526119559857,1.1432777598078732,0.467632661263148,0,volatility_factor,0.3236364424228668,quality_factor,0.26525771617889404,value_factor,0.23310428857803345
2018-10-25,600109.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",1.0909784592808518,0.6923677214056231,1.0909784592808518,0.467632661263148,2,volatility_factor,0.44465726613998413,quality_factor,0.304505318403244,value_factor,0.19891536235809326
2018-10-25,600023.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.9094252440104142,0.5779929873836972,0.9094252440104142,0.467632661263148,0,quality_factor,0.4386228024959564,value_factor,0.37661638855934143,volatility_factor,0.16073550283908844
2018-10-25,600098.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.6430991706953423,0.40259810339058916,0.6430991706953423,0.467632661263148,0,volatility_factor,0.3247148394584656,momentum_factor,0.2835099399089813,quality_factor,0.1972360759973526
2018-10-26,600061.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",1.1748554348937317,0.7892643237901984,1.1748554348937317,0.4098239541053772,2,volatility_factor,0.3737953007221222,quality_factor,0.3159240186214447,value_factor,0.20892009139060974
2018-10-26,600109.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",1.001765308621718,0.6765274573249261,1.001765308621718,0.4098239541053772,2,volatility_factor,0.4249888062477112,quality_factor,0.3261971175670624,value_factor,0.2282855212688446
2018-10-26,600060.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.953510954577804,0.6592956389475934,0.953510954577804,0.4098239541053772,0,quality_factor,0.2987056076526642,value_factor,0.2800465524196625,volatility_factor,0.22727499902248383
2018-10-26,600023.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.749823602420368,0.5077070356838428,0.749823602420368,0.4098239541053772,0,quality_factor,0.47502461075782776,value_factor,0.44166678190231323,momentum_factor,0.045776091516017914
2018-10-26,600098.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.6319741531454733,0.4243110761660358,0.6319741531454733,0.4098239541053772,0,volatility_factor,0.3304174542427063,momentum_factor,0.2784156799316406,quality_factor,0.19797025620937347
2018-10-29,600061.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",1.0336266917607486,0.6265934912129415,1.0336266917607486,0.4828172375758489,2,quality_factor,0.43093132972717285,value_factor,0.35346558690071106,volatility_factor,0.17771396040916443
2018-10-29,600060.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.8483477786988441,0.5403078043509816,0.8483477786988441,0.4828172375758489,0,value_factor,0.2814234495162964,momentum_factor,0.27863892912864685,quality_factor,0.27032583951950073
2018-10-29,600109.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.7968812669043666,0.500095938176005,0.7968812669043666,0.4828172375758489,2,quality_factor,0.4627036452293396,value_factor,0.40959715843200684,volatility_factor,0.0895533338189125
2018-10-29,600023.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.7562654980198329,0.4668848765673179,0.7562654980198329,0.4828172375758489,0,quality_factor,0.3982972204685211,value_factor,0.39579498767852783,momentum_factor,0.11338087171316147
2018-10-29,600098.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.6703055964746129,0.4107366351442682,0.6703055964746129,0.4828172375758489,0,momentum_factor,0.3025234639644623,volatility_factor,0.27604299783706665,value_factor,0.2143280953168869
2018-10-30,600061.SH,cn_a,SIZE_SMALL,3,"cp,pca,tucker",0.8595280022720827,0.6663237354113727,0.8595280022720827,0.28927035133043927,2,quality_factor,0.34802576899528503,momentum_factor,0.32132065296173096,value_factor,0.22527970373630524
