from,to,shift_score
2018-12-17,2018-12-18,0.1504324723694063
2018-12-25,2018-12-26,0.0931979610101172
2018-11-30,2018-12-03,0.0912633767407012
2018-12-13,2018-12-14,0.08975078952619336
2018-11-29,2018-11-30,0.08973860985522365
