from,to,shift_score
2019-11-25,2019-11-26,0.4528897744156838
2019-12-12,2019-12-13,0.40102413191816344
2019-12-27,2019-12-30,0.32024340789562794
2019-11-08,2019-11-11,0.30484552120619557
2019-11-21,2019-11-22,0.2678360506547236
