model,exposure_type,name,weight
cp,industry,J67资本市场服务,0.2938775510204082
cp,industry,C39计算机、通信和其他电子设备制造业,0.15918367346938775
cp,industry,G56航空运输业,0.1510204081632653
cp,industry,D44电力、热力生产和供应业,0.1469387755102041
cp,industry,K70房地产业,0.11428571428571428
cp,industry,C26化学原料和化学制品制造业,0.07755102040816327
cp,industry,C27医药制造业,0.04897959183673469
cp,industry,D46水的生产和供应业,0.00816326530612245
cp,style,quality_factor,0.8408163265306122
cp,style,value_factor,0.1510204081632653
cp,style,momentum_factor,0.00816326530612245
