left,right,score
momentum_factor,volatility_factor,0.6977333973137407
value_factor,volatility_factor,0.5759484340689243
momentum_factor,value_factor,-0.1837538096198894
quality_factor,value_factor,-0.47087106235018755
momentum_factor,quality_factor,-0.7806558162973868
