from,to,shift_score
2026-03-27,2026-03-30,0.08991259470387981
2026-03-17,2026-03-18,0.030330589667972394
2026-03-26,2026-03-27,0.028555016369326974
2026-03-25,2026-03-26,0.026224709215576788
2026-03-19,2026-03-20,0.024826289733543234
