model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,3,0.9644101041267751,0.9820438402264815,-0.14271333589442237,3.259259259259259,1191.6706642471197,-0.030586116271000458,0.06853146853146852,-0.22566983963881995,0.5847992955790303
tucker,"(3, 2, 2)",0.4621909633783452,0.6798462792266684,0.452357689615311,4.1066666666666665,488.07233081372146,0.08651115527475513,0.010189810189810194,0.2706703467175013,0.9822382178248429
pca,3,0.11318516888065126,0.3364300356398805,0.8658887942464146,0.33047210300429186,10630.834574555309,0.11541963339535075,0.058141858141858085,0.3813585673546397,0.9741350869095423
