from,to,shift_score
2015-12-24,2015-12-25,0.09097369610302203
2015-11-10,2015-11-11,0.08901319438206803
2015-12-07,2015-12-08,0.07088998823731424
2015-12-29,2015-12-30,0.06381368578707991
2015-12-03,2015-12-04,0.053834451511353125
