left,right,score
600015.SH,600048.SH,0.9999999452596203
600009.SH,600085.SH,0.999960806479956
600009.SH,600066.SH,0.999931846089439
600026.SH,600027.SH,0.9998181565103981
600066.SH,600085.SH,0.9997893026385698
