model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,49,-0.0018923078435866447,-0.13811930906971137,0.7477294724079973,-0.6377461290219625,-0.4944427354407941,0.05306122448979591
pca,5,49,-0.00366336544480834,-0.2118304832711314,0.7617186443513767,-1.2119541761745944,-0.4857410757011231,0.07346938775510202
tucker,5,49,-0.003409582875076743,-0.20073566484336924,0.7505456729303142,-1.144786940366672,-0.5129982151482987,0.044897959183673466
