from,to,shift_score
2015-11-17,2015-11-18,0.0332195091524568
2015-12-24,2015-12-25,0.028748646630535727
2015-11-26,2015-11-27,0.02689661431141077
2015-12-29,2015-12-30,0.025569387534946315
2015-10-29,2015-10-30,0.020641379268693322
