from,to,shift_score
2021-11-23,2021-11-24,0.3023457177826783
2021-12-30,2021-12-31,0.25931608957699837
2021-11-12,2021-11-15,0.23674242109810426
2021-12-07,2021-12-08,0.23074362002550158
2021-11-26,2021-11-29,0.20643255295727034
