from,to,shift_score
2015-10-29,2015-10-30,0.42911993410331517
2015-12-24,2015-12-25,0.37075882651278175
2015-11-17,2015-11-18,0.34485730744498305
2015-11-26,2015-11-27,0.3316654614634913
2015-11-03,2015-11-04,0.3247677038970274
