model,exposure_type,name,weight
cp,industry,J66货币金融服务,0.3489795918367347
cp,industry,D44电力、热力生产和供应业,0.1469387755102041
cp,industry,B07石油和天然气开采业,0.0836734693877551
cp,industry,J68保险业,0.06020408163265306
cp,industry,C36汽车制造业,0.05102040816326531
cp,industry,C27医药制造业,0.04795918367346939
cp,industry,G56航空运输业,0.044897959183673466
cp,industry,B06煤炭开采和洗选业,0.03979591836734694
cp,industry,C35专用设备制造业,0.03775510204081633
cp,industry,C31黑色金属冶炼和压延加工业,0.03163265306122449
cp,industry,C15酒、饮料和精制茶制造业,0.019387755102040816
cp,industry,L72商务服务业,0.019387755102040816
cp,industry,I65软件和信息技术服务业,0.017346938775510204
cp,industry,G53铁路运输业,0.0163265306122449
cp,industry,C14食品制造业,0.01020408163265306
cp,industry,C34通用设备制造业,0.009183673469387756
cp,industry,E48土木工程建筑业,0.00510204081632653
cp,industry,G55水上运输业,0.003061224489795918
cp,industry,D45燃气生产和供应业,0.003061224489795918
cp,industry,C30非金属矿物制品业,0.0020408163265306124
cp,industry,C18纺织服装、服饰业,0.0020408163265306124
cp,style,value_factor,1.0
