from,to,shift_score
2016-10-27,2016-10-28,0.008765309625657296
2016-12-27,2016-12-28,0.006525481448872128
2016-12-16,2016-12-19,0.002135558978338494
2016-10-31,2016-11-01,0.0019354204874109137
2016-12-09,2016-12-12,0.0013890628816277042
