model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,20,49,0.007458262739182409,0.4332579889356736,0.20755525357881668,9.05533431636437,-0.08523738271521997,0.13163265306122449
pca,20,49,0.0027617593928209116,0.12706553022984912,0.39968825707429717,1.7412654854693383,-0.2906679836492396,0.037755102040816335
tucker,20,49,0.0017211256751025728,0.06850277552389405,0.4299870695109245,1.0086900301889867,-0.3089635754421882,0.028571428571428577
