model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,20,49,0.0028120753518332702,0.13193318317886904,0.37481904839752417,1.890626935028164,-0.26772858906607433,0.02040816326530612
pca,20,49,0.0028120753518332702,0.13193318317886904,0.37481904839752417,1.890626935028164,-0.26772858906607433,0.02040816326530612
tucker,20,49,0.0028120753518332702,0.13193318317886904,0.37481904839752417,1.890626935028164,-0.26772858906607433,0.02040816326530612
