model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,3,1.1049972507765193,1.0511884944083623,0.017537457850102967,42.15699658703072,27112.592035042184,-0.0016099461350663382,-0.009240081062989377,-0.02027805467601327,0.713303816873425
tucker,"(3, 2, 2)",0.5972213890375614,0.7728010022234453,0.4690053358161683,47.265306122448976,-20619.814093291876,-0.02334298890532509,-0.022942601222614784,-0.17626412302127448,0.9757457344482342
pca,3,0.1620703992008739,0.40257968056134413,0.8559018166839382,0.3281818745405755,2397398.659376027,-0.03714341538016047,-0.038048009787780286,-0.40254228239858325,0.9670715499733987
