from,to,shift_score
2025-11-13,2025-11-14,0.10440755236518001
2025-12-18,2025-12-19,0.10266940458488312
2025-11-27,2025-11-28,0.09908882845180242
2025-11-14,2025-11-17,0.0763182913181895
2025-11-10,2025-11-11,0.07580565369710805
