left,right,score
002595.SZ,300751.SZ,0.9994750221670307
600528.SH,600582.SH,0.9984823931320678
600582.SH,601717.SH,0.9984533438619368
300604.SZ,688120.SH,0.9969853399587312
600528.SH,601717.SH,0.9941217784144863
