from,to,shift_score
2026-03-27,2026-03-30,0.14741655833611247
2026-03-26,2026-03-27,0.13175558138568347
2026-03-23,2026-03-24,0.08712664679173733
2026-03-24,2026-03-25,0.035840282604162436
2026-03-16,2026-03-17,0.034600825565695735
