model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,11,-0.006707430379722047,-0.07361438589778324,0.33053961953418903,-5.11367580706955,-0.09915532470587252,0.09090909090909091
pca,5,11,-0.018184322410651512,-0.18541786304947472,0.37408982407723457,-12.24959609309792,-0.18541786304947472,0.1636363636363636
tucker,5,11,-0.020465163566723614,-0.20601441104509866,0.37503929177380263,-13.751149098065236,-0.20601441104509866,0.10909090909090909
