from,to,shift_score
2018-11-15,2018-11-16,0.8902675339775545
2018-11-16,2018-11-19,0.6147333374750731
2018-11-26,2018-11-27,0.5518228316975812
2018-12-25,2018-12-26,0.5470292654501746
2018-10-26,2018-10-29,0.4947276549058312
