model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,2,0.956838593588807,0.9781812682671893,0.02144501661666265,11.789473684210526,3679.711013087387,0.17559282340385318,0.18423873380769937,0.7567612235787251,0.6257059936870064
tucker,"(3, 2, 2)",0.5999984268577937,0.7745956537818901,0.3863840207137679,10.882591093117409,1497.099093069662,0.1711302295255387,0.21046569968983767,0.8058720123820068,0.975691930934166
pca,3,0.07063667010274702,0.2657756010297917,0.9277601614297423,0.3278848499634057,126589.21255033067,0.2607703374237633,0.12679027549717206,0.9301576499549254,0.9770687039320668
