left,right,score
300450.SZ,300751.SZ,0.9982116803599126
300724.SZ,688617.SH,0.9977898107549232
002353.SZ,300003.SZ,0.996162985503908
300604.SZ,688301.SH,0.995430453171607
300604.SZ,603338.SH,0.9899621292673296
