trade_date,model,top_n,daily_return,cumulative_nav,turnover,drawdown
2017-10-24,tucker,5,-0.03374797048865401,0.966252029511346,1.0,-0.03374797048865397
2017-10-25,tucker,5,-0.023835469867224603,0.9432209583777837,0.19999999999999996,-0.05677904162221625
2017-10-26,tucker,5,-0.03499292531233409,0.9102148978282417,0.19999999999999996,-0.08978510217175828
2017-10-27,tucker,5,-0.009311183433039804,0.9017397199510774,0.0,-0.09826028004892262
2017-10-30,tucker,5,-4.91366683174288e-05,0.9016954114655495,0.0,-0.09830458853445045
2017-10-31,tucker,5,0.0071856732472135535,0.9081747000608528,0.0,-0.09182529993914723
2017-11-01,tucker,5,0.016399081741039944,0.9230679312022951,0.0,-0.07693206879770487
2017-11-02,tucker,5,0.022307861812653408,0.9436596030552478,0.0,-0.056340396944752236
2017-11-03,tucker,5,0.030788965117872814,0.9727139056568614,0.0,-0.027286094343138556
2017-11-06,tucker,5,0.008784357849726554,0.9812585726895565,0.0,-0.01874142731044348
2017-11-07,tucker,5,0.002957128109044471,0.9841602799970978,0.0,-0.015839720002902236
2017-11-08,tucker,5,0.002570700791263203,0.9866902616076161,0.0,-0.013309738392383919
2017-11-09,tucker,5,-0.010844903484243006,0.975989700951639,0.0,-0.02401029904836105
2017-11-10,tucker,5,-0.026099922110166495,0.9505164457764764,0.0,-0.049483554223523574
2017-11-13,tucker,5,-0.002417136332461256,0.9482189179407882,0.0,-0.051781082059211836
2017-11-14,tucker,5,-0.006614681817838952,0.9419467515049543,0.0,-0.05805324849504567
2017-11-15,tucker,5,-0.028684191465594623,0.9149277705343913,0.0,-0.08507222946560866
2017-11-16,tucker,5,-0.013775970779620094,0.9023237523020465,0.0,-0.09767624769795347
2017-11-17,tucker,5,-0.019518742315315696,0.8847115274958741,0.0,-0.11528847250412588
2017-11-20,tucker,5,-0.028129284549796553,0.8598252251944575,0.0,-0.14017477480554252
2017-11-21,tucker,5,-0.01600860273011071,0.8460606247469914,0.0,-0.1539393752530086
2017-11-22,tucker,5,0.0014782948862158475,0.8473113518419834,0.0,-0.15268864815801664
2017-11-23,tucker,5,-0.0007127160205580019,0.8467074594671249,0.0,-0.1532925405328751
2017-11-24,tucker,5,-0.0019403063688371747,0.8450645875909789,0.0,-0.1549354124090211
2017-11-27,tucker,5,-0.008708125434079238,0.8377056591623382,0.0,-0.1622943408376618
2017-11-28,tucker,5,-0.012986212521023143,0.8268270354423922,0.0,-0.17317296455760778
2017-11-29,tucker,5,-0.017464974069553052,0.8123865227083854,0.0,-0.1876134772916146
2017-11-30,tucker,5,-0.018701267295712844,0.7971938651997812,0.0,-0.2028061348002188
2017-12-01,tucker,5,-0.005024611352348773,0.7931882758546756,0.0,-0.20681172414532445
2017-12-04,tucker,5,-0.010486617250352825,0.7848704139983202,0.0,-0.21512958600167975
2017-12-05,tucker,5,-0.011378122797010115,0.7759400620481072,0.0,-0.22405993795189283
2017-12-06,tucker,5,-0.0065442739199664144,0.7708620977365886,0.0,-0.22913790226341135
2017-12-07,tucker,5,-0.012701873908335704,0.7610707045704234,0.0,-0.23892929542957664
2017-12-08,tucker,5,-0.02084793203869848,0.7452039542448948,0.0,-0.25479604575510517
2017-12-11,tucker,5,-0.0058085463169384784,0.7408754025610976,0.0,-0.25912459743890237
2017-12-12,tucker,5,-0.00579699687120887,0.7365805501704954,0.0,-0.2634194498295046
2017-12-13,tucker,5,-0.006495939729608291,0.7317957673105862,0.0,-0.26820423268941385
2017-12-14,tucker,5,7.861815830572106e-05,0.731853299746068,0.0,-0.26814670025393195
2017-12-15,tucker,5,-0.009803753847244545,0.7246783901430639,0.0,-0.2753216098569361
2017-12-18,tucker,5,-0.005930352584556919,0.7203807917791064,0.0,-0.2796192082208936
2017-12-19,tucker,5,-0.012560792467761716,0.7113322381558072,0.0,-0.28866776184419285
2017-12-20,tucker,5,-0.0025234342629807615,0.709537238013682,0.0,-0.29046276198631804
2017-12-21,tucker,5,0.0004134802524914605,0.709830617650008,0.0,-0.290169382349992
2017-12-22,tucker,5,0.024813958344217135,0.7274443250278252,0.0,-0.2725556749721748
2017-12-25,tucker,5,0.019934663983431557,0.741945683213909,0.0,-0.25805431678609103
2017-12-26,tucker,5,0.030801243129368893,0.7647985325913663,0.0,-0.23520146740863368
2017-12-27,tucker,5,0.030995220013699854,0.7885036313751905,0.0,-0.21149636862480947
2017-12-28,tucker,5,0.038133696265655416,0.8185721893584182,0.0,-0.18142781064158175
2017-12-29,tucker,5,0.01758307559306229,0.8329652060422859,0.0,-0.16703479395771414
