from,to,shift_score
2017-11-10,2017-11-13,0.014843704987776579
2017-11-01,2017-11-02,0.014086698279337994
2017-12-14,2017-12-15,0.013995868025782633
2017-11-17,2017-11-20,0.011959627134008607
2017-12-19,2017-12-20,0.010749416029978726
