model,exposure_type,name,weight
cp,industry,J67资本市场服务,0.32653061224489793
cp,industry,D44电力、热力生产和供应业,0.22857142857142856
cp,industry,C39计算机、通信和其他电子设备制造业,0.10612244897959183
cp,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.09387755102040816
cp,industry,K70房地产业,0.08979591836734693
cp,industry,C26化学原料和化学制品制造业,0.07755102040816327
cp,industry,D46水的生产和供应业,0.07755102040816327
cp,style,volatility_factor,0.43673469387755104
cp,style,value_factor,0.3183673469387755
cp,style,momentum_factor,0.22857142857142856
cp,style,quality_factor,0.0163265306122449
