model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,48,0.0018517915543786545,0.08665253496042546,0.2461143996971649,1.8960754522190462,-0.13865861756488473,0.1208333333333333
pca,5,48,0.015788808119641673,1.057981891679543,0.5761828345633445,6.905411628871221,-0.2654776601049518,0.14583333333333331
tucker,5,48,0.0016329971939162146,0.07754462449231725,0.19555991785302973,2.1042926249138363,-0.10355906663238379,0.024999999999999998
