trade_date,model,long_quantile,short_quantile,long_return,short_return,long_short_return,cumulative_nav,drawdown
2020-10-27,cp,1,5,-0.013065542400043262,0.015310114136148856,-0.028375656536192118,0.9716243434638079,-0.028375656536192118
2020-10-28,cp,1,5,-0.009609695725670109,0.025176131845263405,-0.034785827570933514,0.9378255865883544,-0.062174413411645646
2020-10-29,cp,1,5,0.0575966962452924,0.06932702589175566,-0.011730329646463256,0.9268245833067852,-0.07317541669321481
2020-10-30,cp,1,5,0.0652170813431241,0.07941755532381145,-0.014200473980687356,0.9136632349268757,-0.08633676507312427
2020-11-02,cp,1,5,0.04553529996685446,0.009077381675358376,0.03645791829149608,0.9469734944917838,-0.05302650550821619
2020-11-03,cp,1,5,-0.020419463422037376,0.010606878892782917,-0.031026342314820293,0.9175923706886202,-0.0824076293113798
2020-11-04,cp,1,5,-0.008789805640199377,0.01898243768840513,-0.027772243328604507,0.8921087720933848,-0.1078912279066152
2020-11-05,cp,1,5,-0.020634465610732733,-0.0023998608199808924,-0.01823460479075184,0.875841521203899,-0.12415847879610098
2020-11-06,cp,1,5,-0.06837145159576191,-0.006633343634374705,-0.061738107961387206,0.8217687228107471,-0.1782312771892529
2020-11-09,cp,1,5,-0.014168264168264166,-0.003433347732964609,-0.010734916435299557,0.8129471042422308,-0.18705289575776918
2020-11-10,cp,1,5,0.003412079665379153,0.016550096611975984,-0.013138016946596831,0.8022665914100096,-0.19773340858999044
2020-11-11,cp,1,5,0.015527766987333269,-0.010704304023899741,0.02623207101123301,0.8233117056058167,-0.17668829439418332
2020-11-12,cp,1,5,0.012115397164875807,0.017933850461007983,-0.0058184532961321755,0.8185213048985903,-0.18147869510140968
2020-11-13,cp,1,5,-0.005471739840013756,-0.004037833118568451,-0.001433906721445305,0.81734762169785,-0.18265237830214998
2020-11-16,cp,1,5,0.07737500020715227,0.001144177144534575,0.07623082306261769,0.8796547036281501,-0.12034529637184987
2020-11-17,cp,1,5,0.008299392019716023,-0.00940024073360829,0.017699632753324313,0.8952242688321027,-0.10477573116789729
2020-11-18,cp,1,5,-0.006722796316778024,-0.007605586916147322,0.0008827905993692986,0.896014564400955,-0.10398543559904505
2020-11-19,cp,1,5,0.0065772619044088265,-0.009066622969528537,0.015643884873937364,0.9100317130918145,-0.08996828690818548
2020-11-20,cp,1,5,0.010423437554148318,-0.009441983391139247,0.019865420945287565,0.9281098761459445,-0.07189012385405547
2020-11-23,cp,1,5,0.09556693641882597,-0.008621249505861683,0.10418818592468765,1.024807960480377,0.0
2020-11-24,cp,1,5,0.0978901470779644,0.017254275083495613,0.08063587199446878,1.1074442440005854,0.0
2020-11-25,cp,1,5,0.013469772507895272,0.014435269989529598,-0.0009654974816343254,1.1063750093719524,-0.0009654974816343254
2020-11-26,cp,1,5,-0.008132543568620532,0.015779048041005994,-0.023911591609626526,1.0799198219807535,-0.02485400250977987
2020-11-27,cp,1,5,-0.020879258459896133,0.006861809966809296,-0.02774106842670543,1.04996169230383,-0.051905594352184004
2020-11-30,cp,1,5,-0.054721715867057485,-0.007054816630395505,-0.04766689923666198,0.9999132741144282,-0.09709831485304132
2020-12-01,cp,1,5,-0.05560868320743578,-0.040250459426626806,-0.015358223780808977,0.9845563822891774,-0.11096528098559788
2020-12-02,cp,1,5,-0.035621609003107735,-0.04494011275284546,0.009318503749737722,0.9937309746293672,-0.10268080762281528
2020-12-03,cp,1,5,-0.015091222340794908,-0.03573218538280379,0.02064096304200888,1.0142425389503913,-0.0841592753360727
2020-12-04,cp,1,5,-0.003148148148148122,-0.022673010133348576,0.019524861985200453,1.034045484542917,-0.06627761158658352
2020-12-07,cp,1,5,0.019207100699231927,0.0002107242836908163,0.01899637641554111,1.0536886017980849,-0.04854026962866409
2020-12-08,cp,1,5,0.004376197481624766,0.04498647912094478,-0.04061028163932001,1.0108980109189234,-0.08717931724751549
2020-12-09,cp,1,5,0.03480512722691764,0.06057610454864232,-0.025770977321724675,0.9848461812049552,-0.1107035983615311
2020-12-10,cp,1,5,0.05159602982202527,0.03980004072906013,0.011795989092965142,0.9964634160166971,-0.10021346770739059
2020-12-11,cp,1,5,0.07055206698063843,0.02871883612727144,0.04183323085336699,1.0381487001358582,-0.06257248998324338
2020-12-14,cp,1,5,0.006783616682462079,-0.027551044792159807,0.034334661474621886,1.0737931843153417,-0.030386233769820303
2020-12-15,cp,1,5,0.05201431630399456,-0.03165410451499748,0.08366842081899203,1.1636357643332031,0.0
2020-12-16,cp,1,5,-0.014520058915918954,-0.050033541403588316,0.03551348248766936,1.204960522671876,0.0
2020-12-17,cp,1,5,-0.03473281753319085,-0.020318026843684084,-0.014414790689506768,1.1875912689484422,-0.014414790689506796
2020-12-18,cp,1,5,-0.04558053620287006,-0.006973303572512329,-0.03860723263035773,1.141741656558368,-0.05246550814239681
2020-12-21,cp,1,5,-0.020044907053466954,0.009908855590433696,-0.02995376264390065,1.1075421979771647,-0.08084773140840851
2020-12-22,cp,1,5,-0.015226556436605088,-0.00876967268435122,-0.006456883752253867,1.1003909267541103,-0.08678259075732486
2020-12-23,cp,1,5,0.09630192490562928,0.027994575618175366,0.06830734928745391,1.1755557141406485,-0.024403130208801693
2020-12-24,cp,1,5,0.13113107602825091,0.02893810443578354,0.10219297159246737,1.2956892458411866,0.0
2020-12-25,cp,1,5,0.12878172497202067,0.054630090073195275,0.0741516348988254,1.3917667217411367,0.0
2020-12-28,cp,1,5,0.14289724881163823,0.03878052679652269,0.10411672201511554,1.5366729106185473,0.0
2020-12-29,cp,1,5,-0.012964041074680133,0.06610029976446558,-0.07906434083914571,1.4151768798551203,-0.07906434083914571
2020-12-30,cp,1,5,0.004415792801720608,-0.030351759624396485,0.03476755242611709,1.464379116217712,-0.04704566202819005
2020-12-31,cp,1,5,-0.05080859912784241,-0.05218809882776773,0.0013794996999253184,1.466399226769111,-0.045731061804915485
