trade_date,model,portfolio_return,benchmark_return,excess_return,cumulative_nav,drawdown
2020-10-27,tucker,-0.012256067792307146,0.0017120423669407803,-0.013968110159247926,0.9860318898407521,-0.013968110159247926
2020-10-28,tucker,0.001778517505757149,0.008228522543075156,-0.006450005037318007,0.979671979184323,-0.020328020815676973
2020-10-29,tucker,0.008259383620491367,0.006572263262685896,0.0016871203578054713,0.9813248037243765,-0.01867519627562353
2020-10-30,tucker,0.027576874879135203,-0.015360241948304987,0.04293711682744019,1.0234600614675549,0.0
2020-11-02,tucker,0.006982246786085033,0.007639406495654644,-0.0006571597095696106,1.0227874847508047,-0.000657159709569588
2020-11-03,tucker,-0.0012876726179088082,0.01230477993374346,-0.013592452551652267,1.0088852943939055,-0.014240679849050863
2020-11-04,tucker,-0.00876221216223303,0.0070899272233326815,-0.015852139385565713,0.9928923040831258,-0.029867073992704274
2020-11-05,tucker,-0.034694649215597485,0.015713925410941743,-0.05040857462653923,0.942842018276635,-0.07877009199100582
2020-11-06,tucker,-0.03804000383867423,-0.0019199072974470655,-0.036120096541227165,0.9087864735533575,-0.11204500520495653
2020-11-09,tucker,-0.004665423094136356,0.020241973430156213,-0.02490739652429257,0.8861509685006506,-0.13416165235604283
2020-11-10,tucker,0.008894543711751201,-0.006799583684533372,0.015694127396284573,0.9000583346926406,-0.1205730750235301
2020-11-11,tucker,0.0036891989593716536,-0.012763557499168243,0.016452756458539896,0.9148667752718177,-0.1061040780038095
2020-11-12,tucker,0.014913372471738583,0.002438299137674571,0.012475073334064012,0.9262798053842323,-0.09495266082388631
2020-11-13,tucker,0.0024550749710188667,-0.007259351943737169,0.009714426914756037,0.9352780828562518,-0.0861606445930656
2020-11-16,tucker,-0.0037358210750700225,0.009056337262997705,-0.012792158338067728,0.9233138575302302,-0.0978506223229888
2020-11-17,tucker,-0.010754672731868498,-0.0055526542010118085,-0.005202018530856689,0.9185107617335612,-0.10254362010326545
2020-11-18,tucker,-0.009548664545000673,-0.0015249487021693486,-0.008023715842831325,0.9111408923828285,-0.10974455507689307
2020-11-19,tucker,0.016458767836080378,0.006053080582425929,0.010405687253654448,0.9206219395529798,-0.10048083534116026
2020-11-20,tucker,-0.004714254709778864,0.0058765299907836965,-0.010590784700562562,0.9108718308005599,-0.1100074491480918
2020-11-23,tucker,0.01977882926017882,0.011207518592871502,0.00857131066730732,0.9186791962404505,-0.10237904650315077
