from,to,shift_score
2020-10-30,2020-11-02,0.14056643249059192
2020-11-05,2020-11-06,0.09693572144571795
2020-11-16,2020-11-17,0.09137041872401416
2020-11-13,2020-11-16,0.08615334450564906
2020-11-06,2020-11-09,0.0849641311331237
