trade_date,model,cumulative_nav,drawdown
2025-10-27,cp,0.9946367780429696,-0.0053632219570304285
2025-10-28,cp,0.9940295158903145,-0.005970484109685481
2025-10-29,cp,0.9724773789009202,-0.02752262109907977
2025-10-30,cp,0.985167027223637,-0.014832972776362974
2025-10-31,cp,1.0105809487613384,0.0
2025-11-03,cp,1.0338021461493307,0.0
2025-11-04,cp,1.0582795776363967,0.0
2025-11-05,cp,1.073728360492861,0.0
2025-11-06,cp,1.0751458569999792,0.0
2025-11-07,cp,1.0671258923674003,-0.007459420115292437
2025-11-10,cp,1.043172461553466,-0.029738658469772417
2025-11-11,cp,1.012626164222742,-0.058149963905072544
2025-11-12,cp,0.9775118267581848,-0.09081003252361164
2025-11-13,cp,0.9496568242310568,-0.11671814754425902
2025-11-14,cp,0.9122759176592614,-0.1514863665058247
2025-11-17,cp,0.8752120652649527,-0.18595969136030488
2025-11-18,cp,0.8561104692158267,-0.20372620734021651
2025-11-19,cp,0.8368759782687043,-0.2216163297100251
2025-11-20,cp,0.8153668266268816,-0.241622128459825
2025-11-21,cp,0.8184952088024453,-0.2387124003004356
2025-11-24,cp,0.8284831622214788,-0.22942254129758066
2025-11-25,cp,0.8380891301432252,-0.22048796943534954
2025-11-26,cp,0.8534354936723281,-0.20621421910725501
2025-11-27,cp,0.8654130436519506,-0.19507382368867987
2025-11-28,cp,0.8780130922248538,-0.18335443836912746
2025-12-01,cp,0.8797902485360776,-0.18170149398055624
2025-12-02,cp,0.8753159274081379,-0.18586308852031896
2025-12-03,cp,0.8655795472578505,-0.1949189576257957
2025-12-04,cp,0.8534549189272276,-0.20619615155411974
2025-12-05,cp,0.8409783083949854,-0.2178007263669327
2025-12-08,cp,0.8347154713584235,-0.22362583092905908
2025-12-09,cp,0.8275471244746682,-0.23029315595950428
2025-12-10,cp,0.8249293864757196,-0.23272793072230058
2025-12-11,cp,0.8282417627696353,-0.22964706846314775
2025-12-12,cp,0.8388838257733204,-0.2197488179751813
2025-12-15,cp,0.8417913102239829,-0.21704454819473007
2025-12-16,cp,0.8459955152508055,-0.21313419035867442
2025-12-17,cp,0.8514220494066559,-0.20808693642515486
2025-12-18,cp,0.8578954085826171,-0.202066023882159
2025-12-19,cp,0.8577121367475964,-0.20223648618160195
2025-12-22,cp,0.8508712643695001,-0.20859922509145046
2025-12-23,cp,0.8352404282544517,-0.22313756518110472
2025-12-24,cp,0.8177332478262057,-0.23942110505084568
2025-12-25,cp,0.8177332478262057,-0.23942110505084568
2025-12-26,cp,0.8177332478262057,-0.23942110505084568
2025-12-29,cp,0.8177332478262057,-0.23942110505084568
2025-12-30,cp,0.8177332478262057,-0.23942110505084568
2025-12-31,cp,0.8177332478262057,-0.23942110505084568
