left,right,score
600061.SH,600109.SH,0.9687586638476304
600007.SH,600060.SH,0.9438064998297772
600007.SH,600062.SH,0.8998933852135266
600060.SH,600062.SH,0.8574619604323022
600061.SH,600098.SH,0.8435729247247686
